"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"FY001C01","Population at Each Census","1961","1961","04","Kilkenny","-","Both sexes","Number","61668"
"FY001C01","Population at Each Census","1961","1961","04","Kilkenny","1","Male","Number","32252"
"FY001C01","Population at Each Census","1961","1961","04","Kilkenny","2","Female","Number","29416"
"FY001C01","Population at Each Census","1961","1961","05","Laois","-","Both sexes","Number","45069"
"FY001C01","Population at Each Census","1961","1961","05","Laois","1","Male","Number","23989"
"FY001C01","Population at Each Census","1961","1961","05","Laois","2","Female","Number","21080"
"FY001C01","Population at Each Census","1961","1961","06","Longford","-","Both sexes","Number","30643"
"FY001C01","Population at Each Census","1961","1961","06","Longford","1","Male","Number","16133"
"FY001C01","Population at Each Census","1961","1961","06","Longford","2","Female","Number","14510"
"FY001C01","Population at Each Census","1961","1961","07","Louth","-","Both sexes","Number","67378"
"FY001C01","Population at Each Census","1961","1961","07","Louth","1","Male","Number","33627"
"FY001C01","Population at Each Census","1961","1961","07","Louth","2","Female","Number","33751"
"FY001C01","Population at Each Census","1961","1961","08","Meath","-","Both sexes","Number","65122"
"FY001C01","Population at Each Census","1961","1961","08","Meath","1","Male","Number","33826"
"FY001C01","Population at Each Census","1961","1961","08","Meath","2","Female","Number","31296"
"FY001C01","Population at Each Census","1961","1961","09","Offaly","-","Both sexes","Number","51533"
"FY001C01","Population at Each Census","1961","1961","09","Offaly","1","Male","Number","27188"
"FY001C01","Population at Each Census","1961","1961","09","Offaly","2","Female","Number","24345"
"FY001C01","Population at Each Census","1961","1961","10","Westmeath","-","Both sexes","Number","52861"
"FY001C01","Population at Each Census","1961","1961","10","Westmeath","1","Male","Number","27183"
"FY001C01","Population at Each Census","1961","1961","10","Westmeath","2","Female","Number","25678"
"FY001C01","Population at Each Census","1961","1961","11","Wexford","-","Both sexes","Number","83308"
"FY001C01","Population at Each Census","1961","1961","11","Wexford","1","Male","Number","42128"
"FY001C01","Population at Each Census","1961","1961","11","Wexford","2","Female","Number","41180"
"FY001C01","Population at Each Census","1961","1961","12","Wicklow","-","Both sexes","Number","58473"
"FY001C01","Population at Each Census","1961","1961","12","Wicklow","1","Male","Number","29150"
"FY001C01","Population at Each Census","1961","1961","12","Wicklow","2","Female","Number","29323"
"FY001C01","Population at Each Census","1961","1961","13","Clare","-","Both sexes","Number","73702"
"FY001C01","Population at Each Census","1961","1961","13","Clare","1","Male","Number","38904"
"FY001C01","Population at Each Census","1961","1961","13","Clare","2","Female","Number","34798"
"FY001C01","Population at Each Census","1961","1961","14","Cork","-","Both sexes","Number","330443"
"FY001C01","Population at Each Census","1961","1961","14","Cork","1","Male","Number","164708"
"FY001C01","Population at Each Census","1961","1961","14","Cork","2","Female","Number","165735"
"FY001C01","Population at Each Census","1961","1961","15","Kerry","-","Both sexes","Number","116458"
"FY001C01","Population at Each Census","1961","1961","15","Kerry","1","Male","Number","60838"
"FY001C01","Population at Each Census","1961","1961","15","Kerry","2","Female","Number","55620"
"FY001C01","Population at Each Census","1961","1961","16","Limerick","-","Both sexes","Number","133339"
"FY001C01","Population at Each Census","1961","1961","16","Limerick","1","Male","Number","67173"
"FY001C01","Population at Each Census","1961","1961","16","Limerick","2","Female","Number","66166"
"FY001C01","Population at Each Census","1961","1961","17","Tipperary","-","Both sexes","Number","123822"
"FY001C01","Population at Each Census","1961","1961","17","Tipperary","1","Male","Number","64141"
"FY001C01","Population at Each Census","1961","1961","17","Tipperary","2","Female","Number","59681"
"FY001C01","Population at Each Census","1961","1961","18","Waterford","-","Both sexes","Number","71439"
"FY001C01","Population at Each Census","1961","1961","18","Waterford","1","Male","Number","35528"
"FY001C01","Population at Each Census","1961","1961","18","Waterford","2","Female","Number","35911"
"FY001C01","Population at Each Census","1961","1961","19","Galway","-","Both sexes","Number","149887"
"FY001C01","Population at Each Census","1961","1961","19","Galway","1","Male","Number","78993"
"FY001C01","Population at Each Census","1961","1961","19","Galway","2","Female","Number","70894"
"FY001C01","Population at Each Census","1961","1961","20","Leitrim","-","Both sexes","Number","33470"
"FY001C01","Population at Each Census","1961","1961","20","Leitrim","1","Male","Number","18031"
"FY001C01","Population at Each Census","1961","1961","20","Leitrim","2","Female","Number","15439"
"FY001C01","Population at Each Census","1961","1961","21","Mayo","-","Both sexes","Number","123330"
"FY001C01","Population at Each Census","1961","1961","21","Mayo","1","Male","Number","63844"
"FY001C01","Population at Each Census","1961","1961","21","Mayo","2","Female","Number","59486"
"FY001C01","Population at Each Census","1961","1961","22","Roscommon","-","Both sexes","Number","59217"
"FY001C01","Population at Each Census","1961","1961","22","Roscommon","1","Male","Number","31477"
"FY001C01","Population at Each Census","1961","1961","22","Roscommon","2","Female","Number","27740"
"FY001C01","Population at Each Census","1961","1961","23","Sligo","-","Both sexes","Number","53561"
"FY001C01","Population at Each Census","1961","1961","23","Sligo","1","Male","Number","27638"
"FY001C01","Population at Each Census","1961","1961","23","Sligo","2","Female","Number","25923"
"FY001C01","Population at Each Census","1961","1961","24","Cavan","-","Both sexes","Number","56594"
"FY001C01","Population at Each Census","1961","1961","24","Cavan","1","Male","Number","30277"
"FY001C01","Population at Each Census","1961","1961","24","Cavan","2","Female","Number","26317"
"FY001C01","Population at Each Census","1961","1961","25","Donegal","-","Both sexes","Number","113842"
"FY001C01","Population at Each Census","1961","1961","25","Donegal","1","Male","Number","58501"
"FY001C01","Population at Each Census","1961","1961","25","Donegal","2","Female","Number","55341"
"FY001C01","Population at Each Census","1961","1961","26","Monaghan","-","Both sexes","Number","47088"
"FY001C01","Population at Each Census","1961","1961","26","Monaghan","1","Male","Number","24588"
"FY001C01","Population at Each Census","1961","1961","26","Monaghan","2","Female","Number","22500"
"FY001C01","Population at Each Census","1966","1966","-","State","-","Both sexes","Number","2884002"
"FY001C01","Population at Each Census","1966","1966","-","State","1","Male","Number","1449032"
"FY001C01","Population at Each Census","1966","1966","-","State","2","Female","Number","1434970"
"FY001C01","Population at Each Census","1966","1966","01","Carlow","-","Both sexes","Number","33593"
"FY001C01","Population at Each Census","1966","1966","01","Carlow","1","Male","Number","17320"
"FY001C01","Population at Each Census","1966","1966","01","Carlow","2","Female","Number","16273"
"FY001C01","Population at Each Census","1966","1966","02","Dublin","-","Both sexes","Number","795047"
"FY001C01","Population at Each Census","1966","1966","02","Dublin","1","Male","Number","375692"
"FY001C01","Population at Each Census","1966","1966","02","Dublin","2","Female","Number","419355"
"FY001C01","Population at Each Census","1966","1966","03","Kildare","-","Both sexes","Number","66404"
"FY001C01","Population at Each Census","1966","1966","03","Kildare","1","Male","Number","34829"
"FY001C01","Population at Each Census","1966","1966","03","Kildare","2","Female","Number","31575"
"FY001C01","Population at Each Census","1966","1966","04","Kilkenny","-","Both sexes","Number","60463"
"FY001C01","Population at Each Census","1966","1966","04","Kilkenny","1","Male","Number","31390"
"FY001C01","Population at Each Census","1966","1966","04","Kilkenny","2","Female","Number","29073"
"FY001C01","Population at Each Census","1966","1966","05","Laois","-","Both sexes","Number","44595"
"FY001C01","Population at Each Census","1966","1966","05","Laois","1","Male","Number","23622"
"FY001C01","Population at Each Census","1966","1966","05","Laois","2","Female","Number","20973"
"FY001C01","Population at Each Census","1966","1966","06","Longford","-","Both sexes","Number","28989"
"FY001C01","Population at Each Census","1966","1966","06","Longford","1","Male","Number","15245"
"FY001C01","Population at Each Census","1966","1966","06","Longford","2","Female","Number","13744"
"FY001C01","Population at Each Census","1966","1966","07","Louth","-","Both sexes","Number","69519"
"FY001C01","Population at Each Census","1966","1966","07","Louth","1","Male","Number","34664"
"FY001C01","Population at Each Census","1966","1966","07","Louth","2","Female","Number","34855"
"FY001C01","Population at Each Census","1966","1966","08","Meath","-","Both sexes","Number","67323"
"FY001C01","Population at Each Census","1966","1966","08","Meath","1","Male","Number","34877"
"FY001C01","Population at Each Census","1966","1966","08","Meath","2","Female","Number","32446"
"FY001C01","Population at Each Census","1966","1966","09","Offaly","-","Both sexes","Number","51717"
"FY001C01","Population at Each Census","1966","1966","09","Offaly","1","Male","Number","27007"
"FY001C01","Population at Each Census","1966","1966","09","Offaly","2","Female","Number","24710"
"FY001C01","Population at Each Census","1966","1966","10","Westmeath","-","Both sexes","Number","52900"
"FY001C01","Population at Each Census","1966","1966","10","Westmeath","1","Male","Number","27101"
"FY001C01","Population at Each Census","1966","1966","10","Westmeath","2","Female","Number","25799"
"FY001C01","Population at Each Census","1966","1966","11","Wexford","-","Both sexes","Number","83437"
"FY001C01","Population at Each Census","1966","1966","11","Wexford","1","Male","Number","42270"
"FY001C01","Population at Each Census","1966","1966","11","Wexford","2","Female","Number","41167"
"FY001C01","Population at Each Census","1966","1966","12","Wicklow","-","Both sexes","Number","60428"
"FY001C01","Population at Each Census","1966","1966","12","Wicklow","1","Male","Number","30231"
"FY001C01","Population at Each Census","1966","1966","12","Wicklow","2","Female","Number","30197"
"FY001C01","Population at Each Census","1966","1966","13","Clare","-","Both sexes","Number","73597"
"FY001C01","Population at Each Census","1966","1966","13","Clare","1","Male","Number","38667"
"FY001C01","Population at Each Census","1966","1966","13","Clare","2","Female","Number","34930"
"FY001C01","Population at Each Census","1966","1966","14","Cork","-","Both sexes","Number","339703"
"FY001C01","Population at Each Census","1966","1966","14","Cork","1","Male","Number","170010"
"FY001C01","Population at Each Census","1966","1966","14","Cork","2","Female","Number","169693"
"FY001C01","Population at Each Census","1966","1966","15","Kerry","-","Both sexes","Number","112785"
"FY001C01","Population at Each Census","1966","1966","15","Kerry","1","Male","Number","58674"
"FY001C01","Population at Each Census","1966","1966","15","Kerry","2","Female","Number","54111"
"FY001C01","Population at Each Census","1966","1966","16","Limerick","-","Both sexes","Number","137357"
"FY001C01","Population at Each Census","1966","1966","16","Limerick","1","Male","Number","69135"
"FY001C01","Population at Each Census","1966","1966","16","Limerick","2","Female","Number","68222"
"FY001C01","Population at Each Census","1966","1966","17","Tipperary","-","Both sexes","Number","122812"
"FY001C01","Population at Each Census","1966","1966","17","Tipperary","1","Male","Number","63416"
"FY001C01","Population at Each Census","1966","1966","17","Tipperary","2","Female","Number","59396"
"FY001C01","Population at Each Census","1966","1966","18","Waterford","-","Both sexes","Number","73080"
"FY001C01","Population at Each Census","1966","1966","18","Waterford","1","Male","Number","36466"
"FY001C01","Population at Each Census","1966","1966","18","Waterford","2","Female","Number","36614"
"FY001C01","Population at Each Census","1966","1966","19","Galway","-","Both sexes","Number","148340"
"FY001C01","Population at Each Census","1966","1966","19","Galway","1","Male","Number","77696"
"FY001C01","Population at Each Census","1966","1966","19","Galway","2","Female","Number","70644"
"FY001C01","Population at Each Census","1966","1966","20","Leitrim","-","Both sexes","Number","30572"
"FY001C01","Population at Each Census","1966","1966","20","Leitrim","1","Male","Number","16444"
"FY001C01","Population at Each Census","1966","1966","20","Leitrim","2","Female","Number","14128"
"FY001C01","Population at Each Census","1966","1966","21","Mayo","-","Both sexes","Number","115547"
"FY001C01","Population at Each Census","1966","1966","21","Mayo","1","Male","Number","59829"
"FY001C01","Population at Each Census","1966","1966","21","Mayo","2","Female","Number","55718"
"FY001C01","Population at Each Census","1966","1966","22","Roscommon","-","Both sexes","Number","56228"
"FY001C01","Population at Each Census","1966","1966","22","Roscommon","1","Male","Number","29782"
"FY001C01","Population at Each Census","1966","1966","22","Roscommon","2","Female","Number","26446"
"FY001C01","Population at Each Census","1966","1966","23","Sligo","-","Both sexes","Number","51263"
"FY001C01","Population at Each Census","1966","1966","23","Sligo","1","Male","Number","26346"
"FY001C01","Population at Each Census","1966","1966","23","Sligo","2","Female","Number","24917"
"FY001C01","Population at Each Census","1966","1966","24","Cavan","-","Both sexes","Number","54022"
"FY001C01","Population at Each Census","1966","1966","24","Cavan","1","Male","Number","28803"
"FY001C01","Population at Each Census","1966","1966","24","Cavan","2","Female","Number","25219"
"FY001C01","Population at Each Census","1966","1966","25","Donegal","-","Both sexes","Number","108549"
"FY001C01","Population at Each Census","1966","1966","25","Donegal","1","Male","Number","55606"
"FY001C01","Population at Each Census","1966","1966","25","Donegal","2","Female","Number","52943"
"FY001C01","Population at Each Census","1966","1966","26","Monaghan","-","Both sexes","Number","45732"
"FY001C01","Population at Each Census","1966","1966","26","Monaghan","1","Male","Number","23910"
"FY001C01","Population at Each Census","1966","1966","26","Monaghan","2","Female","Number","21822"
"FY001C01","Population at Each Census","1971","1971","-","State","-","Both sexes","Number","2978248"
"FY001C01","Population at Each Census","1971","1971","-","State","1","Male","Number","1495760"
"FY001C01","Population at Each Census","1971","1971","-","State","2","Female","Number","1482488"
"FY001C01","Population at Each Census","1971","1971","01","Carlow","-","Both sexes","Number","34237"
"FY001C01","Population at Each Census","1971","1971","01","Carlow","1","Male","Number","17502"
"FY001C01","Population at Each Census","1971","1971","01","Carlow","2","Female","Number","16735"
"FY001C01","Population at Each Census","1971","1971","02","Dublin","-","Both sexes","Number","852219"
"FY001C01","Population at Each Census","1971","1971","02","Dublin","1","Male","Number","406008"
"FY001C01","Population at Each Census","1971","1971","02","Dublin","2","Female","Number","446211"
"FY001C01","Population at Each Census","1971","1971","03","Kildare","-","Both sexes","Number","71977"
"FY001C01","Population at Each Census","1971","1971","03","Kildare","1","Male","Number","37279"
"FY001C01","Population at Each Census","1971","1971","03","Kildare","2","Female","Number","34698"
"FY001C01","Population at Each Census","1971","1971","04","Kilkenny","-","Both sexes","Number","61473"
"FY001C01","Population at Each Census","1971","1971","04","Kilkenny","1","Male","Number","31828"
"FY001C01","Population at Each Census","1971","1971","04","Kilkenny","2","Female","Number","29645"
"FY001C01","Population at Each Census","1971","1971","05","Laois","-","Both sexes","Number","45259"
"FY001C01","Population at Each Census","1971","1971","05","Laois","1","Male","Number","23805"
"FY001C01","Population at Each Census","1971","1971","05","Laois","2","Female","Number","21454"
"FY001C01","Population at Each Census","1971","1971","06","Longford","-","Both sexes","Number","28250"
"FY001C01","Population at Each Census","1971","1971","06","Longford","1","Male","Number","14891"
"FY001C01","Population at Each Census","1971","1971","06","Longford","2","Female","Number","13359"
"FY001C01","Population at Each Census","1971","1971","07","Louth","-","Both sexes","Number","74951"
"FY001C01","Population at Each Census","1971","1971","07","Louth","1","Male","Number","37511"
"FY001C01","Population at Each Census","1971","1971","07","Louth","2","Female","Number","37440"
"FY001C01","Population at Each Census","1971","1971","08","Meath","-","Both sexes","Number","71729"
"FY001C01","Population at Each Census","1971","1971","08","Meath","1","Male","Number","36977"
"FY001C01","Population at Each Census","1971","1971","08","Meath","2","Female","Number","34752"
"FY001C01","Population at Each Census","1971","1971","09","Offaly","-","Both sexes","Number","51829"
"FY001C01","Population at Each Census","1971","1971","09","Offaly","1","Male","Number","27029"
"FY001C01","Population at Each Census","1971","1971","09","Offaly","2","Female","Number","24800"
"FY001C01","Population at Each Census","1971","1971","10","Westmeath","-","Both sexes","Number","53570"
"FY001C01","Population at Each Census","1971","1971","10","Westmeath","1","Male","Number","27544"
"FY001C01","Population at Each Census","1971","1971","10","Westmeath","2","Female","Number","26026"
"FY001C01","Population at Each Census","1971","1971","11","Wexford","-","Both sexes","Number","86351"
"FY001C01","Population at Each Census","1971","1971","11","Wexford","1","Male","Number","43768"
"FY001C01","Population at Each Census","1971","1971","11","Wexford","2","Female","Number","42583"
"FY001C01","Population at Each Census","1971","1971","12","Wicklow","-","Both sexes","Number","66295"
"FY001C01","Population at Each Census","1971","1971","12","Wicklow","1","Male","Number","33318"
"FY001C01","Population at Each Census","1971","1971","12","Wicklow","2","Female","Number","32977"
"FY001C01","Population at Each Census","1971","1971","13","Clare","-","Both sexes","Number","75008"
"FY001C01","Population at Each Census","1971","1971","13","Clare","1","Male","Number","39002"
"FY001C01","Population at Each Census","1971","1971","13","Clare","2","Female","Number","36006"
"FY001C01","Population at Each Census","1971","1971","14","Cork","-","Both sexes","Number","352883"
"FY001C01","Population at Each Census","1971","1971","14","Cork","1","Male","Number","176786"
"FY001C01","Population at Each Census","1971","1971","14","Cork","2","Female","Number","176097"
"FY001C01","Population at Each Census","1971","1971","15","Kerry","-","Both sexes","Number","112772"
"FY001C01","Population at Each Census","1971","1971","15","Kerry","1","Male","Number","58404"
"FY001C01","Population at Each Census","1971","1971","15","Kerry","2","Female","Number","54368"
"FY001C01","Population at Each Census","1971","1971","16","Limerick","-","Both sexes","Number","140459"
"FY001C01","Population at Each Census","1971","1971","16","Limerick","1","Male","Number","70786"
"FY001C01","Population at Each Census","1971","1971","16","Limerick","2","Female","Number","69673"
"FY001C01","Population at Each Census","1971","1971","17","Tipperary","-","Both sexes","Number","123565"
"FY001C01","Population at Each Census","1971","1971","17","Tipperary","1","Male","Number","63523"
"FY001C01","Population at Each Census","1971","1971","17","Tipperary","2","Female","Number","60042"
"FY001C01","Population at Each Census","1971","1971","18","Waterford","-","Both sexes","Number","77315"
"FY001C01","Population at Each Census","1971","1971","18","Waterford","1","Male","Number","38770"
"FY001C01","Population at Each Census","1971","1971","18","Waterford","2","Female","Number","38545"
"FY001C01","Population at Each Census","1971","1971","19","Galway","-","Both sexes","Number","149223"
"FY001C01","Population at Each Census","1971","1971","19","Galway","1","Male","Number","77842"
"FY001C01","Population at Each Census","1971","1971","19","Galway","2","Female","Number","71381"
"FY001C01","Population at Each Census","1971","1971","20","Leitrim","-","Both sexes","Number","28360"
"FY001C01","Population at Each Census","1971","1971","20","Leitrim","1","Male","Number","15269"
"FY001C01","Population at Each Census","1971","1971","20","Leitrim","2","Female","Number","13091"
"FY001C01","Population at Each Census","1971","1971","21","Mayo","-","Both sexes","Number","109525"
"FY001C01","Population at Each Census","1971","1971","21","Mayo","1","Male","Number","56402"
"FY001C01","Population at Each Census","1971","1971","21","Mayo","2","Female","Number","53123"
"FY001C01","Population at Each Census","1971","1971","22","Roscommon","-","Both sexes","Number","53519"
"FY001C01","Population at Each Census","1971","1971","22","Roscommon","1","Male","Number","28294"
"FY001C01","Population at Each Census","1971","1971","22","Roscommon","2","Female","Number","25225"
"FY001C01","Population at Each Census","1971","1971","23","Sligo","-","Both sexes","Number","50275"
"FY001C01","Population at Each Census","1971","1971","23","Sligo","1","Male","Number","25887"
"FY001C01","Population at Each Census","1971","1971","23","Sligo","2","Female","Number","24388"
"FY001C01","Population at Each Census","1971","1971","24","Cavan","-","Both sexes","Number","52618"
"FY001C01","Population at Each Census","1971","1971","24","Cavan","1","Male","Number","27819"
"FY001C01","Population at Each Census","1971","1971","24","Cavan","2","Female","Number","24799"
"FY001C01","Population at Each Census","1971","1971","25","Donegal","-","Both sexes","Number","108344"
"FY001C01","Population at Each Census","1971","1971","25","Donegal","1","Male","Number","55424"
"FY001C01","Population at Each Census","1971","1971","25","Donegal","2","Female","Number","52920"
"FY001C01","Population at Each Census","1971","1971","26","Monaghan","-","Both sexes","Number","46242"
"FY001C01","Population at Each Census","1971","1971","26","Monaghan","1","Male","Number","24092"
"FY001C01","Population at Each Census","1971","1971","26","Monaghan","2","Female","Number","22150"
"FY001C01","Population at Each Census","1979","1979","-","State","-","Both sexes","Number","3368217"
"FY001C01","Population at Each Census","1979","1979","-","State","1","Male","Number","1693272"
"FY001C01","Population at Each Census","1979","1979","-","State","2","Female","Number","1674945"
"FY001C01","Population at Each Census","1979","1979","01","Carlow","-","Both sexes","Number","38668"
"FY001C01","Population at Each Census","1979","1979","01","Carlow","1","Male","Number","19743"
"FY001C01","Population at Each Census","1979","1979","01","Carlow","2","Female","Number","18925"
"FY001C01","Population at Each Census","1979","1979","02","Dublin","-","Both sexes","Number","983683"
"FY001C01","Population at Each Census","1979","1979","02","Dublin","1","Male","Number","473104"
"FY001C01","Population at Each Census","1979","1979","02","Dublin","2","Female","Number","510579"
"FY001C01","Population at Each Census","1979","1979","03","Kildare","-","Both sexes","Number","97185"
"FY001C01","Population at Each Census","1979","1979","03","Kildare","1","Male","Number","50666"
"FY001C01","Population at Each Census","1979","1979","03","Kildare","2","Female","Number","46519"
"FY001C01","Population at Each Census","1979","1979","04","Kilkenny","-","Both sexes","Number","69156"
"FY001C01","Population at Each Census","1979","1979","04","Kilkenny","1","Male","Number","35688"
"FY001C01","Population at Each Census","1979","1979","04","Kilkenny","2","Female","Number","33468"
"FY001C01","Population at Each Census","1979","1979","05","Laois","-","Both sexes","Number","49936"
"FY001C01","Population at Each Census","1979","1979","05","Laois","1","Male","Number","26192"
"FY001C01","Population at Each Census","1979","1979","05","Laois","2","Female","Number","23744"
"FY001C01","Population at Each Census","1979","1979","06","Longford","-","Both sexes","Number","30785"
"FY001C01","Population at Each Census","1979","1979","06","Longford","1","Male","Number","16059"
"FY001C01","Population at Each Census","1979","1979","06","Longford","2","Female","Number","14726"
"FY001C01","Population at Each Census","1979","1979","07","Louth","-","Both sexes","Number","86135"
"FY001C01","Population at Each Census","1979","1979","07","Louth","1","Male","Number","43061"
"FY001C01","Population at Each Census","1979","1979","07","Louth","2","Female","Number","43074"
"FY001C01","Population at Each Census","1979","1979","08","Meath","-","Both sexes","Number","90715"
"FY001C01","Population at Each Census","1979","1979","08","Meath","1","Male","Number","46704"
"FY001C01","Population at Each Census","1979","1979","08","Meath","2","Female","Number","44011"
"FY001C01","Population at Each Census","1979","1979","09","Offaly","-","Both sexes","Number","57342"
"FY001C01","Population at Each Census","1979","1979","09","Offaly","1","Male","Number","29792"
"FY001C01","Population at Each Census","1979","1979","09","Offaly","2","Female","Number","27550"
"FY001C01","Population at Each Census","1979","1979","10","Westmeath","-","Both sexes","Number","59885"
"FY001C01","Population at Each Census","1979","1979","10","Westmeath","1","Male","Number","30557"
"FY001C01","Population at Each Census","1979","1979","10","Westmeath","2","Female","Number","29328"
"FY001C01","Population at Each Census","1979","1979","11","Wexford","-","Both sexes","Number","96421"
"FY001C01","Population at Each Census","1979","1979","11","Wexford","1","Male","Number","48974"
"FY001C01","Population at Each Census","1979","1979","11","Wexford","2","Female","Number","47447"
"FY001C01","Population at Each Census","1979","1979","12","Wicklow","-","Both sexes","Number","83950"
"FY001C01","Population at Each Census","1979","1979","12","Wicklow","1","Male","Number","41969"
"FY001C01","Population at Each Census","1979","1979","12","Wicklow","2","Female","Number","41981"
"FY001C01","Population at Each Census","1979","1979","13","Clare","-","Both sexes","Number","84919"
"FY001C01","Population at Each Census","1979","1979","13","Clare","1","Male","Number","43945"
"FY001C01","Population at Each Census","1979","1979","13","Clare","2","Female","Number","40974"
"FY001C01","Population at Each Census","1979","1979","14","Cork","-","Both sexes","Number","396118"
"FY001C01","Population at Each Census","1979","1979","14","Cork","1","Male","Number","199146"
"FY001C01","Population at Each Census","1979","1979","14","Cork","2","Female","Number","196972"
"FY001C01","Population at Each Census","1979","1979","15","Kerry","-","Both sexes","Number","120356"
"FY001C01","Population at Each Census","1979","1979","15","Kerry","1","Male","Number","62185"
"FY001C01","Population at Each Census","1979","1979","15","Kerry","2","Female","Number","58171"
"FY001C01","Population at Each Census","1979","1979","16","Limerick","-","Both sexes","Number","157407"
"FY001C01","Population at Each Census","1979","1979","16","Limerick","1","Male","Number","79302"
"FY001C01","Population at Each Census","1979","1979","16","Limerick","2","Female","Number","78105"
"FY001C01","Population at Each Census","1979","1979","17","Tipperary","-","Both sexes","Number","133741"
"FY001C01","Population at Each Census","1979","1979","17","Tipperary","1","Male","Number","68877"
"FY001C01","Population at Each Census","1979","1979","17","Tipperary","2","Female","Number","64864"
"FY001C01","Population at Each Census","1979","1979","18","Waterford","-","Both sexes","Number","87278"
"FY001C01","Population at Each Census","1979","1979","18","Waterford","1","Male","Number","43956"
"FY001C01","Population at Each Census","1979","1979","18","Waterford","2","Female","Number","43322"
"FY001C01","Population at Each Census","1979","1979","19","Galway","-","Both sexes","Number","167838"
"FY001C01","Population at Each Census","1979","1979","19","Galway","1","Male","Number","86528"
"FY001C01","Population at Each Census","1979","1979","19","Galway","2","Female","Number","81310"
"FY001C01","Population at Each Census","1979","1979","20","Leitrim","-","Both sexes","Number","27844"
"FY001C01","Population at Each Census","1979","1979","20","Leitrim","1","Male","Number","14878"
"FY001C01","Population at Each Census","1979","1979","20","Leitrim","2","Female","Number","12966"
"FY001C01","Population at Each Census","1979","1979","21","Mayo","-","Both sexes","Number","114019"
"FY001C01","Population at Each Census","1979","1979","21","Mayo","1","Male","Number","58489"
"FY001C01","Population at Each Census","1979","1979","21","Mayo","2","Female","Number","55530"
"FY001C01","Population at Each Census","1979","1979","22","Roscommon","-","Both sexes","Number","54189"
"FY001C01","Population at Each Census","1979","1979","22","Roscommon","1","Male","Number","28475"
"FY001C01","Population at Each Census","1979","1979","22","Roscommon","2","Female","Number","25714"
"FY001C01","Population at Each Census","1979","1979","23","Sligo","-","Both sexes","Number","54610"
"FY001C01","Population at Each Census","1979","1979","23","Sligo","1","Male","Number","27806"
"FY001C01","Population at Each Census","1979","1979","23","Sligo","2","Female","Number","26804"
"FY001C01","Population at Each Census","1979","1979","24","Cavan","-","Both sexes","Number","53720"
"FY001C01","Population at Each Census","1979","1979","24","Cavan","1","Male","Number","28302"
"FY001C01","Population at Each Census","1979","1979","24","Cavan","2","Female","Number","25418"
"FY001C01","Population at Each Census","1979","1979","25","Donegal","-","Both sexes","Number","121941"
"FY001C01","Population at Each Census","1979","1979","25","Donegal","1","Male","Number","62629"
"FY001C01","Population at Each Census","1979","1979","25","Donegal","2","Female","Number","59312"
"FY001C01","Population at Each Census","1979","1979","26","Monaghan","-","Both sexes","Number","50376"
"FY001C01","Population at Each Census","1979","1979","26","Monaghan","1","Male","Number","26245"
"FY001C01","Population at Each Census","1979","1979","26","Monaghan","2","Female","Number","24131"
"FY001C01","Population at Each Census","1981","1981","-","State","-","Both sexes","Number","3443405"
"FY001C01","Population at Each Census","1981","1981","-","State","1","Male","Number","1729354"
"FY001C01","Population at Each Census","1981","1981","-","State","2","Female","Number","1714051"
"FY001C01","Population at Each Census","1981","1981","01","Carlow","-","Both sexes","Number","39820"
"FY001C01","Population at Each Census","1981","1981","01","Carlow","1","Male","Number","20195"
"FY001C01","Population at Each Census","1981","1981","01","Carlow","2","Female","Number","19625"
"FY001C01","Population at Each Census","1981","1981","02","Dublin","-","Both sexes","Number","1003164"
"FY001C01","Population at Each Census","1981","1981","02","Dublin","1","Male","Number","482342"
"FY001C01","Population at Each Census","1981","1981","02","Dublin","2","Female","Number","520822"
"FY001C01","Population at Each Census","1981","1981","03","Kildare","-","Both sexes","Number","104122"
"FY001C01","Population at Each Census","1981","1981","03","Kildare","1","Male","Number","53967"
"FY001C01","Population at Each Census","1981","1981","03","Kildare","2","Female","Number","50155"
"FY001C01","Population at Each Census","1981","1981","04","Kilkenny","-","Both sexes","Number","70806"
"FY001C01","Population at Each Census","1981","1981","04","Kilkenny","1","Male","Number","36395"
"FY001C01","Population at Each Census","1981","1981","04","Kilkenny","2","Female","Number","34411"
"FY001C01","Population at Each Census","1981","1981","05","Laois","-","Both sexes","Number","51171"
"FY001C01","Population at Each Census","1981","1981","05","Laois","1","Male","Number","26774"
"FY001C01","Population at Each Census","1981","1981","05","Laois","2","Female","Number","24397"
"FY001C01","Population at Each Census","1981","1981","06","Longford","-","Both sexes","Number","31140"
"FY001C01","Population at Each Census","1981","1981","06","Longford","1","Male","Number","16234"
"FY001C01","Population at Each Census","1981","1981","06","Longford","2","Female","Number","14906"
"FY001C01","Population at Each Census","1981","1981","07","Louth","-","Both sexes","Number","88514"
"FY001C01","Population at Each Census","1981","1981","07","Louth","1","Male","Number","44125"
"FY001C01","Population at Each Census","1981","1981","07","Louth","2","Female","Number","44389"
"FY001C01","Population at Each Census","1981","1981","08","Meath","-","Both sexes","Number","95419"
"FY001C01","Population at Each Census","1981","1981","08","Meath","1","Male","Number","48957"
"FY001C01","Population at Each Census","1981","1981","08","Meath","2","Female","Number","46462"
"FY001C01","Population at Each Census","1981","1981","09","Offaly","-","Both sexes","Number","58312"
